txn_id,timestamp,source,amount,merchant,raw_desc,city,category,is_fraud
TX7037137478,2025-01-07T23:00:06.357770,upi,809.69,swiggy@ybl,UPI/swiggy@ybl/767002/payment,Kolkata,food,0
TX6749625083,2025-01-08T07:10:52.528171,upi,2477.22,uber.india@axisbank,UPI/uber.india@axisbank/632039/payment,Kolkata,travel,0
TX5369195711,2025-01-08T07:41:50.778715,upi,3314.89,flipkart@ybl,UPI/flipkart@ybl/204950/payment,Mumbai,shopping,0
TX4075108840,2025-01-08T08:28:57.423759,credit_card,731.88,Zepto,POS ZEPTO CHENNAI,Chennai,groceries,0
TX5996685351,2025-01-08T08:51:49.746957,credit_card,1301.94,BESCOM,POS BESCOM PUNE,Ahmedabad,bills,0
TX6955570535,2025-01-08T10:03:40.162989,credit_card,546.92,Reliance Fresh,POS RELIANCE FRESH AHMEDABAD,Hyderabad,groceries,0
TX6647879693,2025-01-08T11:06:59.175569,credit_card,476.45,Zomato,POS ZOMATO DELHI,Chennai,food,0
TX8544805768,2025-01-08T11:09:19.720318,upi,209.06,zomato@paytm,UPI/zomato@paytm/566768/payment,Kolkata,food,0
TX8731577618,2025-01-08T11:53:52.497154,credit_card,816.63,Adani Electricity,POS ADANI ELECTRICITY PUNE,Bengaluru,bills,0
TX7396173989,2025-01-08T12:58:20.750281,credit_card,174.14,Croma,POS CROMA AHMEDABAD,Delhi,shopping,0
TX4472748784,2025-01-08T12:59:09.050078,credit_card,968.38,NEFT Transfer,POS NEFT TRANSFER CHENNAI,Pune,transfers,0
TX2485592489,2025-01-08T13:49:00.264168,upi,1498.33,irctc@sbi,UPI/irctc@sbi/178879/payment,Pune,travel,0
TX5028385870,2025-01-08T15:58:13.978954,credit_card,492.36,Friend Payment,POS FRIEND PAYMENT BENGALURU,Hyderabad,transfers,0
TX7432228900,2025-01-08T16:32:53.865235,credit_card,1770.41,Decathlon,POS DECATHLON BENGALURU,Kolkata,shopping,0
TX3750963643,2025-01-08T16:34:48.081769,credit_card,31.43,Reliance Fresh,POS RELIANCE FRESH BENGALURU,Bengaluru,groceries,0
TX7631015865,2025-01-08T18:35:10.887889,upi,826.47,kirana.shop@okicici,UPI/kirana.shop@okicici/373936/payment,Chennai,groceries,0
TX7745634797,2025-01-08T18:36:18.540779,upi,1148.75,myntra@paytm,UPI/myntra@paytm/788251/payment,Bengaluru,shopping,0
TX8954787009,2025-01-08T18:38:04.572871,upi,793.14,netflix@hdfc,UPI/netflix@hdfc/805632/payment,Hyderabad,entertainment,0
TX3921793003,2025-01-08T18:57:03.951337,credit_card,2310.17,NEFT Transfer,POS NEFT TRANSFER BENGALURU,Hyderabad,transfers,0
TX5014191951,2025-01-08T19:39:36.726059,upi,665.19,spotify@ybl,UPI/spotify@ybl/731183/payment,Kolkata,entertainment,0
TX5812886830,2025-01-08T20:25:24.490066,upi,1146.24,apollo@hdfc,UPI/apollo@hdfc/586261/payment,Ahmedabad,health,0
TX1055159694,2025-01-09T02:31:10.559625,upi,5603.26,swiggy@ybl,UPI/swiggy@ybl/279829/payment,Mumbai,food,1
TX4197870682,2025-01-09T06:52:15.320508,credit_card,1991.78,Vi Postpaid,POS VI POSTPAID DELHI,Ahmedabad,bills,0
TX7895697702,2025-01-09T08:10:14.184852,credit_card,186.74,Starbucks,POS STARBUCKS KOLKATA,Kolkata,food,0
TX2336374652,2025-01-09T14:07:11.787566,upi,1383.84,priya.k@okhdfc,UPI/priya.k@okhdfc/765142/payment,Mumbai,transfers,0
TX4651422820,2025-01-09T14:34:50.340491,credit_card,4006.97,Amazon,POS AMAZON MUMBAI,Mumbai,shopping,0
TX9560410471,2025-01-09T15:08:26.054443,upi,1392.06,irctc@sbi,UPI/irctc@sbi/902073/payment,Pune,travel,0
TX7209460266,2025-01-09T15:16:20.903671,credit_card,636.98,Self Transfer,POS SELF TRANSFER DELHI,Delhi,transfers,0
TX2258172983,2025-01-09T15:24:54.057503,credit_card,370.08,PVR Cinemas,POS PVR CINEMAS HYDERABAD,Bengaluru,entertainment,0
TX7788822204,2025-01-09T15:35:21.262124,upi,366.66,dominos@upi,UPI/dominos@upi/669777/payment,Pune,food,0
TX3051048653,2025-01-09T16:05:51.745490,upi,319.06,amit99@paytm,UPI/amit99@paytm/187995/payment,Chennai,transfers,0
TX3009875727,2025-01-09T17:51:24.297132,credit_card,787.68,BigBasket,POS BIGBASKET KOLKATA,Chennai,groceries,0
TX2067766336,2025-01-09T18:49:32.043641,credit_card,2024.83,Tata Power,POS TATA POWER MUMBAI,Hyderabad,bills,0
TX3152871751,2025-01-09T20:01:28.962735,credit_card,2730.16,Friend Payment,POS FRIEND PAYMENT BENGALURU,Mumbai,transfers,0
TX1299310614,2025-01-10T09:38:36.395952,credit_card,271.75,Zomato,POS ZOMATO KOLKATA,Kolkata,food,0
TX1608543664,2025-01-10T11:43:04.767507,credit_card,229.46,BookMyShow,POS BOOKMYSHOW MUMBAI,Kolkata,entertainment,0
TX2709173244,2025-01-10T12:13:36.123934,upi,3196.67,priya.k@okhdfc,UPI/priya.k@okhdfc/558024/payment,Bengaluru,transfers,0
TX3233108808,2025-01-10T12:27:56.789872,upi,3655.55,makemytrip@hdfc,UPI/makemytrip@hdfc/505546/payment,Bengaluru,travel,0
TX6329195424,2025-01-10T12:40:46.748832,credit_card,1117.26,Apollo Pharmacy,POS APOLLO PHARMACY DELHI,Chennai,health,0
TX8526642209,2025-01-10T13:01:37.489950,upi,2976.6,amazon@apl,UPI/amazon@apl/630969/payment,Hyderabad,shopping,0
TX5413938606,2025-01-10T13:08:26.943239,upi,304.09,self@ybl,UPI/self@ybl/616512/payment,Chennai,transfers,0
TX8711015588,2025-01-10T14:06:15.301689,upi,2771.78,amit99@paytm,UPI/amit99@paytm/139203/payment,Mumbai,transfers,0
TX1170315222,2025-01-10T17:06:41.908546,upi,320.57,bookmyshow@paytm,UPI/bookmyshow@paytm/818187/payment,Kolkata,entertainment,0
TX3853374066,2025-01-10T17:44:11.117702,upi,554.98,dmart@hdfc,UPI/dmart@hdfc/663989/payment,Chennai,groceries,0
TX3061449003,2025-01-10T18:20:22.532658,credit_card,692.74,Friend Payment,POS FRIEND PAYMENT MUMBAI,Ahmedabad,transfers,0
TX4650394787,2025-01-10T18:26:57.168159,upi,485.6,blinkit@paytm,UPI/blinkit@paytm/925281/payment,Hyderabad,groceries,0
TX4503471539,2025-01-10T18:41:20.373058,credit_card,2215.29,Self Transfer,POS SELF TRANSFER CHENNAI,Chennai,transfers,0
TX8897076232,2025-01-10T21:58:33.848153,credit_card,558.81,DMart,POS DMART KOLKATA,Bengaluru,groceries,0
TX3068212042,2025-01-10T22:07:25.459033,upi,711.1,olacabs@paytm,UPI/olacabs@paytm/677287/payment,Mumbai,travel,0
TX6285820399,2025-01-11T07:00:35.046533,credit_card,3631.97,Myntra,POS MYNTRA PUNE,Kolkata,shopping,0
TX1654738055,2025-01-11T10:00:53.927493,upi,1007.52,kirana.shop@okicici,UPI/kirana.shop@okicici/982423/payment,Hyderabad,groceries,0
TX8839380113,2025-01-11T10:19:24.658048,credit_card,259.32,Swiggy,POS SWIGGY MUMBAI,Mumbai,food,0
TX2617945370,2025-01-11T11:45:33.824057,credit_card,399.65,Practo,POS PRACTO CHENNAI,Delhi,health,0
TX2788551418,2025-01-11T13:14:37.438244,credit_card,267.56,Swiggy,POS SWIGGY PUNE,Delhi,food,0
TX3315586631,2025-01-11T13:53:15.437085,credit_card,354.45,Prime Video,POS PRIME VIDEO AHMEDABAD,Kolkata,entertainment,0
TX8737503577,2025-01-11T14:21:47.540550,upi,2005.86,amit99@paytm,UPI/amit99@paytm/330066/payment,Bengaluru,transfers,0
TX5834820433,2025-01-11T14:47:01.038473,upi,365.93,zomato@paytm,UPI/zomato@paytm/992222/payment,Ahmedabad,food,0
TX2724899242,2025-01-11T15:11:24.211172,upi,2033.55,uber.india@axisbank,UPI/uber.india@axisbank/161845/payment,Hyderabad,travel,0
TX7305230274,2025-01-11T15:28:20.130161,upi,561.64,dmart@hdfc,UPI/dmart@hdfc/940465/payment,Bengaluru,groceries,0
TX8719522381,2025-01-11T15:30:46.702360,upi,2411.38,self@ybl,UPI/self@ybl/999549/payment,Kolkata,transfers,0
TX7140217092,2025-01-11T15:31:25.480151,credit_card,361.81,Cafe Coffee Day,POS CAFE COFFEE DAY HYDERABAD,Kolkata,food,0
TX6154508213,2025-01-11T17:31:32.754544,upi,2670.23,makemytrip@hdfc,UPI/makemytrip@hdfc/421218/payment,Delhi,travel,0
TX1107976188,2025-01-11T17:39:07.682176,upi,443.53,swiggy@ybl,UPI/swiggy@ybl/347827/payment,Hyderabad,food,0
TX6772761140,2025-01-11T18:46:47.534052,credit_card,310.53,Blinkit,POS BLINKIT KOLKATA,Delhi,groceries,0
TX7602631350,2025-01-12T09:31:48.429363,credit_card,120.45,Dominos,POS DOMINOS AHMEDABAD,Pune,food,0
TX1400990859,2025-01-12T09:56:10.969709,credit_card,743.46,Jio,POS JIO PUNE,Hyderabad,bills,0
TX2416880753,2025-01-12T10:12:20.915090,credit_card,5047.78,Amazon,POS AMAZON PUNE,Hyderabad,shopping,0
TX7667337084,2025-01-12T10:20:45.873419,credit_card,385.04,Croma,POS CROMA CHENNAI,Hyderabad,shopping,0
TX4068651394,2025-01-12T10:26:56.159764,credit_card,1523.87,RedBus,POS REDBUS HYDERABAD,Bengaluru,travel,0
TX7143234383,2025-01-12T11:36:34.625225,upi,1069.48,nykaa@hdfc,UPI/nykaa@hdfc/900689/payment,Hyderabad,shopping,0
TX3732886342,2025-01-12T11:40:47.597129,upi,3150.19,amazon@apl,UPI/amazon@apl/228797/payment,Pune,shopping,0
TX8416939963,2025-01-12T11:44:07.990827,upi,157.45,spotify@ybl,UPI/spotify@ybl/339660/payment,Pune,entertainment,0
TX3654790653,2025-01-12T11:47:24.882371,credit_card,20.0,Tata Power,POS TATA POWER PUNE,Delhi,bills,0
TX7347982402,2025-01-12T12:57:12.110486,upi,1763.8,jio@paytm,UPI/jio@paytm/785155/payment,Chennai,bills,0
TX7652457118,2025-01-12T12:59:42.443150,credit_card,1940.46,Ola Cabs,POS OLA CABS KOLKATA,Ahmedabad,travel,0
TX5626703199,2025-01-12T13:18:33.956315,upi,1171.43,nykaa@hdfc,UPI/nykaa@hdfc/123036/payment,Kolkata,shopping,0
TX1671438773,2025-01-12T14:03:34.266090,credit_card,1503.02,NEFT Transfer,POS NEFT TRANSFER CHENNAI,Ahmedabad,transfers,0
TX4643730327,2025-01-12T16:09:29.867650,upi,119.58,olacabs@paytm,UPI/olacabs@paytm/398002/payment,Pune,travel,0
TX7803195357,2025-01-12T16:14:25.278048,credit_card,20.0,Zepto,POS ZEPTO HYDERABAD,Hyderabad,groceries,0
TX3981770132,2025-01-13T06:22:24.016358,credit_card,328.83,Starbucks,POS STARBUCKS KOLKATA,Mumbai,food,0
TX1856421760,2025-01-13T08:16:30.827233,credit_card,3852.82,Ajio,POS AJIO KOLKATA,Kolkata,shopping,0
TX1001248552,2025-01-13T11:25:07.636764,credit_card,2723.83,Decathlon,POS DECATHLON MUMBAI,Ahmedabad,shopping,0
TX1632974120,2025-01-13T13:11:48.502024,credit_card,637.45,Apollo Pharmacy,POS APOLLO PHARMACY HYDERABAD,Delhi,health,0
TX5104093943,2025-01-13T13:34:01.404760,upi,1974.71,neha.r@oksbi,UPI/neha.r@oksbi/327695/payment,Hyderabad,transfers,0
TX7779102021,2025-01-13T13:43:22.632564,upi,525.92,swiggy@ybl,UPI/swiggy@ybl/625691/payment,Hyderabad,food,0
TX4585133875,2025-01-13T13:50:58.273178,credit_card,4080.26,Self Transfer,POS SELF TRANSFER HYDERABAD,Ahmedabad,transfers,0
TX4004288834,2025-01-13T15:04:12.163688,upi,264.75,pharmeasy@ybl,UPI/pharmeasy@ybl/965539/payment,Ahmedabad,health,0
TX7163028265,2025-01-13T15:27:17.730870,upi,168.89,amit99@paytm,UPI/amit99@paytm/284722/payment,Delhi,transfers,0
TX9387344405,2025-01-13T15:36:24.840878,upi,20.0,nykaa@hdfc,UPI/nykaa@hdfc/242988/payment,Delhi,shopping,0
TX5111942591,2025-01-13T17:05:00.296097,upi,20.0,self@ybl,UPI/self@ybl/409750/payment,Mumbai,transfers,0
TX4252973598,2025-01-13T17:05:17.367485,upi,83.9,dominos@upi,UPI/dominos@upi/915976/payment,Hyderabad,food,0
TX6041917638,2025-01-13T18:18:10.242872,credit_card,20.0,Self Transfer,POS SELF TRANSFER AHMEDABAD,Chennai,transfers,0
TX6516540140,2025-01-14T04:36:50.432430,upi,1655.16,myntra@paytm,UPI/myntra@paytm/567973/payment,Kolkata,shopping,0
TX4338849627,2025-01-14T08:25:09.596909,upi,2622.24,flipkart@ybl,UPI/flipkart@ybl/527657/payment,Chennai,shopping,0
TX4381281721,2025-01-14T09:39:32.680206,credit_card,1277.7,Reliance Fresh,POS RELIANCE FRESH BENGALURU,Pune,groceries,0
TX6395349360,2025-01-14T09:51:13.931849,upi,70.48,pharmeasy@ybl,UPI/pharmeasy@ybl/625775/payment,Pune,health,0
TX8844064076,2025-01-14T09:53:40.222434,credit_card,740.12,NEFT Transfer,POS NEFT TRANSFER MUMBAI,Bengaluru,transfers,0
TX8730696247,2025-01-14T11:48:35.926403,credit_card,977.62,Healthians,POS HEALTHIANS BENGALURU,Pune,health,0
TX6290801340,2025-01-14T12:31:01.496411,upi,20.0,makemytrip@hdfc,UPI/makemytrip@hdfc/155990/payment,Mumbai,travel,0
TX9592117112,2025-01-14T13:11:20.317702,upi,1338.03,dmart@hdfc,UPI/dmart@hdfc/259988/payment,Chennai,groceries,0
TX5922253184,2025-01-14T14:37:55.346285,upi,1763.74,amit99@paytm,UPI/amit99@paytm/539901/payment,Ahmedabad,transfers,0
TX9763854571,2025-01-14T14:53:13.261530,upi,937.79,cultfit@axis,UPI/cultfit@axis/956110/payment,Kolkata,health,0
TX8384879160,2025-01-14T17:02:31.497786,credit_card,666.2,BookMyShow,POS BOOKMYSHOW CHENNAI,Delhi,entertainment,0
TX9763819909,2025-01-14T18:05:01.870578,credit_card,6599.38,Ajio,POS AJIO PUNE,Pune,shopping,0
TX3332177280,2025-01-14T18:21:05.034331,credit_card,1371.08,Friend Payment,POS FRIEND PAYMENT AHMEDABAD,Kolkata,transfers,0
TX5233557162,2025-01-14T18:33:00.848289,upi,418.36,rest.ownername@okhdfc,UPI/rest.ownername@okhdfc/794262/payment,Mumbai,food,0
TX3626506150,2025-01-14T18:40:04.518309,upi,629.69,blinkit@paytm,UPI/blinkit@paytm/655418/payment,Ahmedabad,groceries,0
TX6372719197,2025-01-14T20:21:46.429524,upi,256.87,zomato@paytm,UPI/zomato@paytm/922730/payment,Ahmedabad,food,0
TX9442621408,2025-01-15T06:46:36.113320,credit_card,3614.74,Uber,POS UBER PUNE,Kolkata,travel,0
TX4396525942,2025-01-15T08:59:56.939851,credit_card,1078.97,More Supermarket,POS MORE SUPERMARKET KOLKATA,Mumbai,groceries,0
TX8073338804,2025-01-15T09:48:26.733625,upi,2646.66,priya.k@okhdfc,UPI/priya.k@okhdfc/162057/payment,Hyderabad,transfers,0
TX3647595555,2025-01-15T12:12:02.848800,upi,415.06,spotify@ybl,UPI/spotify@ybl/344338/payment,Kolkata,entertainment,0
TX5411721189,2025-01-15T12:12:22.997086,upi,766.18,netflix@hdfc,UPI/netflix@hdfc/728588/payment,Hyderabad,entertainment,0
TX9986935661,2025-01-15T12:56:30.592028,credit_card,821.19,Tata Power,POS TATA POWER CHENNAI,Pune,bills,0
TX3108660407,2025-01-15T14:16:28.941374,credit_card,2256.04,Amazon,POS AMAZON MUMBAI,Mumbai,shopping,0
TX7130587297,2025-01-15T14:30:40.746248,upi,264.21,zomato@paytm,UPI/zomato@paytm/645555/payment,Kolkata,food,0
TX2890639843,2025-01-15T17:21:04.951675,upi,20.0,priya.k@okhdfc,UPI/priya.k@okhdfc/152413/payment,Pune,transfers,0
TX5433710264,2025-01-15T18:53:59.810677,upi,674.03,swiggy@ybl,UPI/swiggy@ybl/604244/payment,Mumbai,food,0
TX6419304657,2025-01-15T22:35:09.215669,credit_card,1833.2,Healthians,POS HEALTHIANS KOLKATA,Kolkata,health,0
TX1842097470,2025-01-16T03:35:03.197492,upi,7330.56,blinkit@paytm,UPI/blinkit@paytm/397413/payment,Delhi,groceries,1
TX1436314030,2025-01-16T08:09:15.403734,credit_card,1151.12,Flipkart,POS FLIPKART BENGALURU,Delhi,shopping,0
TX2164265231,2025-01-16T09:10:23.273909,credit_card,22.08,Cafe Coffee Day,POS CAFE COFFEE DAY BENGALURU,Kolkata,food,0
TX2454927964,2025-01-16T12:13:31.889889,upi,4569.1,amazon@apl,UPI/amazon@apl/222367/payment,Hyderabad,shopping,0
TX3307957377,2025-01-16T13:01:02.540639,credit_card,375.57,Haldirams,POS HALDIRAMS BENGALURU,Mumbai,food,0
TX7599356261,2025-01-16T13:51:21.452856,upi,3192.03,irctc@sbi,UPI/irctc@sbi/751680/payment,Delhi,travel,0
TX3363443099,2025-01-16T14:05:21.321741,upi,1402.14,neha.r@oksbi,UPI/neha.r@oksbi/810052/payment,Delhi,transfers,0
TX5189930202,2025-01-16T14:31:06.426964,upi,3134.57,olacabs@paytm,UPI/olacabs@paytm/490764/payment,Ahmedabad,travel,0
TX4137915340,2025-01-16T15:56:28.539953,upi,1055.93,nykaa@hdfc,UPI/nykaa@hdfc/649781/payment,Hyderabad,shopping,0
TX4070852820,2025-01-16T16:50:41.882793,credit_card,20.0,DMart,POS DMART HYDERABAD,Delhi,groceries,0
TX5308948368,2025-01-16T16:51:40.181431,upi,422.7,zomato@paytm,UPI/zomato@paytm/239889/payment,Chennai,food,0
TX5306227723,2025-01-17T10:04:46.206756,upi,321.29,swiggy@ybl,UPI/swiggy@ybl/319473/payment,Pune,food,0
TX7873427926,2025-01-17T10:41:23.109761,credit_card,635.37,Zepto,POS ZEPTO MUMBAI,Mumbai,groceries,0
TX5092813547,2025-01-17T11:30:32.221364,credit_card,180.64,Swiggy,POS SWIGGY AHMEDABAD,Pune,food,0
TX8491590574,2025-01-17T11:31:56.430916,upi,1101.84,blinkit@paytm,UPI/blinkit@paytm/778358/payment,Bengaluru,groceries,0
TX1379928971,2025-01-17T12:49:03.231696,upi,20.0,pharmeasy@ybl,UPI/pharmeasy@ybl/367188/payment,Ahmedabad,health,0
TX8106075146,2025-01-17T13:03:01.601676,credit_card,1699.6,Vistara,POS VISTARA KOLKATA,Pune,travel,0
TX5189125398,2025-01-17T13:18:14.882942,credit_card,2994.26,Decathlon,POS DECATHLON PUNE,Kolkata,shopping,0
TX9876318534,2025-01-17T13:40:45.874609,credit_card,1156.39,Self Transfer,POS SELF TRANSFER DELHI,Delhi,transfers,0
TX6475460680,2025-01-17T14:31:12.635001,upi,3655.75,rahul.sharma@okaxis,UPI/rahul.sharma@okaxis/342270/payment,Chennai,transfers,0
TX5079874320,2025-01-17T18:25:13.342447,credit_card,2191.28,Friend Payment,POS FRIEND PAYMENT BENGALURU,Kolkata,transfers,0
TX3033327051,2025-01-17T18:59:29.324146,upi,582.29,netflix@hdfc,UPI/netflix@hdfc/114292/payment,Mumbai,entertainment,0
TX6222440632,2025-01-18T03:34:33.340724,credit_card,20.0,IndiGo,POS INDIGO DELHI,Delhi,travel,0
TX5993883325,2025-01-18T08:03:36.730832,credit_card,558.62,Ajio,POS AJIO HYDERABAD,Chennai,shopping,0
TX9621452966,2025-01-18T10:13:19.226800,upi,20.0,swiggy@ybl,UPI/swiggy@ybl/867756/payment,Hyderabad,food,0
TX7267347540,2025-01-18T10:27:22.018917,credit_card,162.95,Swiggy,POS SWIGGY PUNE,Ahmedabad,food,0
TX6718985038,2025-01-18T10:35:22.932641,credit_card,3449.01,IRCTC,POS IRCTC MUMBAI,Ahmedabad,travel,0
TX4491159694,2025-01-18T12:27:48.168109,credit_card,20.0,Ola Cabs,POS OLA CABS HYDERABAD,Kolkata,travel,0
TX7074343907,2025-01-18T12:35:44.450502,credit_card,2569.09,NEFT Transfer,POS NEFT TRANSFER CHENNAI,Mumbai,transfers,0
TX5400084713,2025-01-18T12:53:03.565266,upi,978.36,rahul.sharma@okaxis,UPI/rahul.sharma@okaxis/791129/payment,Hyderabad,transfers,0
TX3232649214,2025-01-18T14:13:03.800219,upi,953.78,myntra@paytm,UPI/myntra@paytm/538485/payment,Pune,shopping,0
TX1154970038,2025-01-18T14:18:53.988544,credit_card,362.79,Haldirams,POS HALDIRAMS AHMEDABAD,Mumbai,food,0
TX3174615462,2025-01-18T14:54:12.431986,upi,4215.27,neha.r@oksbi,UPI/neha.r@oksbi/731508/payment,Ahmedabad,transfers,0
TX7788187192,2025-01-18T15:49:29.411452,upi,165.18,bescom@upi,UPI/bescom@upi/412748/payment,Ahmedabad,bills,0
TX2217639605,2025-01-18T15:51:29.659521,upi,1199.09,priya.k@okhdfc,UPI/priya.k@okhdfc/793392/payment,Bengaluru,transfers,0
TX3367658666,2025-01-18T16:03:56.534738,credit_card,790.31,Cult.fit,POS CULT.FIT CHENNAI,Chennai,health,0
TX9444780255,2025-01-19T00:57:15.978017,credit_card,281.76,Cafe Coffee Day,POS CAFE COFFEE DAY KOLKATA,Delhi,food,0
TX6190846732,2025-01-19T07:40:40.601174,credit_card,471.87,Prime Video,POS PRIME VIDEO AHMEDABAD,Hyderabad,entertainment,0
TX8406950766,2025-01-19T08:25:51.575306,upi,4162.55,irctc@sbi,UPI/irctc@sbi/694379/payment,Delhi,travel,0
TX9495812091,2025-01-19T09:10:36.252136,credit_card,910.36,Tata Power,POS TATA POWER AHMEDABAD,Bengaluru,bills,0
TX6403437392,2025-01-19T09:39:31.828340,upi,165.21,zomato@paytm,UPI/zomato@paytm/725960/payment,Chennai,food,0
TX1412937048,2025-01-19T11:44:45.271593,upi,20.0,makemytrip@hdfc,UPI/makemytrip@hdfc/539849/payment,Kolkata,travel,0
TX6301459030,2025-01-19T11:56:37.851725,upi,20.0,swiggy@ybl,UPI/swiggy@ybl/781229/payment,Kolkata,food,0
TX9606931607,2025-01-19T12:11:55.413003,upi,1873.65,apollo@hdfc,UPI/apollo@hdfc/492596/payment,Mumbai,health,0
TX5688279401,2025-01-19T13:07:15.166616,credit_card,1539.56,DMart,POS DMART CHENNAI,Ahmedabad,groceries,0
TX1097494057,2025-01-19T13:08:28.689563,upi,1741.8,flipkart@ybl,UPI/flipkart@ybl/970984/payment,Chennai,shopping,0
TX3827360832,2025-01-19T13:34:08.846025,upi,663.29,flipkart@ybl,UPI/flipkart@ybl/481674/payment,Ahmedabad,shopping,0
TX6423501388,2025-01-19T14:43:32.484258,credit_card,204.76,Nykaa,POS NYKAA MUMBAI,Pune,shopping,0
TX6850695425,2025-01-19T15:27:37.105280,credit_card,915.56,Blinkit,POS BLINKIT AHMEDABAD,Kolkata,groceries,0
TX4203463325,2025-01-19T15:51:14.567173,credit_card,2368.75,Decathlon,POS DECATHLON AHMEDABAD,Chennai,shopping,0
